"region","regioncode","prefecture","commune","canton","code_canton","code","localite_name","localites","locationcode","idcentre","centres"
DAGL,R6,AGOE NYIVE,AGOE NYIVE 1,AGOE NYIVE,CNT438,L8442,KLEVE,KLEVE-RBRA,"000017183","17183",RBRA
DAGL,R6,AGOE NYIVE,AGOE NYIVE 1,AGOE NYIVE,CNT438,L8443,SOGBOSSITO,SOGBOSSITO-BIR 1,"000017184","17184",BIR 1
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1244,APEGNIGBI,APEGNIGBI-EPE AGOE-NYIVE,"000012356","12356",EPE AGOE-NYIVE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1248,DEMAKPOE,DEMAKPOE-EPE LE SEMEUR,"000012357","12357",EPE LE SEMEUR
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1245,APELEBUIME,APELEBUIME-EPL LA SOURCE,"000012358","12358",EPL LA SOURCE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1251,GNAMASSIGAN,GNAMASSIGAN-EPL LE SALUT,"000012359","12359",EPL LE SALUT
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1255,KITIDJAN,KITIDJAN-EPL KULLA,"000012360","12360",EPL KULLA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1242,ANOME GBONVE,ANOME GBONVE-CEG AGOE-OUEST,"000012361","12361",CEG AGOE-OUEST
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1255,KITIDJAN,KITIDJAN-LYCEE SOGBOSSITO,"000012362","12362",LYCEE SOGBOSSITO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1236,ADJOUGBA,ADJOUGBA-EPP ADJOUGBA G/A,"000012363","12363",EPP ADJOUGBA G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1236,ADJOUGBA,ADJOUGBA-EPP ADJOUGBA G/B,"000012364","12364",EPP ADJOUGBA G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1236,ADJOUGBA,ADJOUGBA-EPP ADJOUGBA G/C,"000012365","12365",EPP ADJOUGBA G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1236,ADJOUGBA,ADJOUGBA-EPL ESPERANCE,"000012366","12366",EPL ESPERANCE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1237,ADOUIKO,ADOUIKO-EPP ADJOUGBA-SORAD/A,"000012367","12367",EPP ADJOUGBA-SORAD/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1237,ADOUIKO,ADOUIKO-EPP ADJOUGBA-SORADE G/B,"000012368","12368",EPP ADJOUGBA-SORADE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1237,ADOUIKO,ADOUIKO-GS LE CRACK,"000012369","12369",GS LE CRACK
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-EPL CS LA BRUYERE,"000012370","12370",EPL CS LA BRUYERE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-CPL LA BRUYERE,"000012371","12371",CPL LA BRUYERE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-LPL LA BRUYERE,"000012372","12372",LPL LA BRUYERE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-EPP AGOE MARCHE G/A,"000012373","12373",EPP AGOE MARCHE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-EPP AGOE MARCHE G/B,"000012374","12374",EPP AGOE MARCHE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-EPP AGOE MARCHE G/C,"000012375","12375",EPP AGOE MARCHE G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1238,AHONGAKOPE ASSIYEYE,AHONGAKOPE ASSIYEYE-EPP AGOE MARCHE G/D,"000012376","12376",EPP AGOE MARCHE G/D
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-CEG AGOE-NYIVE CENTRE,"000012377","12377",CEG AGOE-NYIVE CENTRE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-EPL LE TRIOMPHATEUR,"000012378","12378",EPL LE TRIOMPHATEUR
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-CPL LE TRIOMPHATEUR,"000012379","12379",CPL LE TRIOMPHATEUR
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-LYCEE AGOE NYIVE,"000012380","12380",LYCEE AGOE NYIVE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-LYCEE AGOE NYIVE EST,"000012381","12381",LYCEE AGOE NYIVE EST
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1243,ANOMEGBLE,ANOMEGBLE-EPP ANOME G/B,"000012382","12382",EPP ANOME G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1243,ANOMEGBLE,ANOMEGBLE-EPP ANOME G/C,"000012383","12383",EPP ANOME G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1243,ANOMEGBLE,ANOMEGBLE-EPP ANOMEI G/A,"000012384","12384",EPP ANOMEI G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1245,APELEBUIME,APELEBUIME-EPL KOUVAHEY ADIDOADIN,"000012385","12385",EPL KOUVAHEY ADIDOADIN
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1247,DARA KOPE,DARA KOPE-CPL NOUVELLE ELITE II,"000012386","12386",CPL NOUVELLE ELITE II
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1248,DEMAKPOE,DEMAKPOE-COLLEGE CATHOLIQUE ST JEAN BAPTISTE DE LA SALLE,"000012387","12387",COLLEGE CATHOLIQUE ST JEAN BAPTISTE DE LA SALLE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-LPL SAINT RAPHAEL,"000012388","12388",LPL SAINT RAPHAEL
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-EPL PAYARAMA,"000012389","12389",EPL PAYARAMA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-CPL PAYARAMA,"000012390","12390",CPL PAYARAMA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-LPL PAYARAMA AGOE,"000012391","12391",LPL PAYARAMA AGOE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-EPL NOUVEAU PAYSAGE,"000012392","12392",EPL NOUVEAU PAYSAGE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-EPP DEMAKPOE G/A,"000012393","12393",EPP DEMAKPOE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-EPP DEMAKPOE G/B,"000012394","12394",EPP DEMAKPOE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1249,DJIGBLE,DJIGBLE-EPP DEMAKPOE G/C,"000012395","12395",EPP DEMAKPOE G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1250,FIOVI,FIOVI-EPL LE LEVANT,"000012396","12396",EPL LE LEVANT
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1251,GNAMASSIGAN,GNAMASSIGAN-EPC AGOE-NYIVE G/A,"000012397","12397",EPC AGOE-NYIVE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1251,GNAMASSIGAN,GNAMASSIGAN-EPC AGOE-NYIVE G/B,"000012398","12398",EPC AGOE-NYIVE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1252,HOUMBI,HOUMBI-EPP KITIDJAN G/A,"000012399","12399",EPP KITIDJAN G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1252,HOUMBI,HOUMBI-EPP KITIDJAN G/B,"000012400","12400",EPP KITIDJAN G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1252,HOUMBI,HOUMBI-EPP KITIDJAN G/C,"000012401","12401",EPP KITIDJAN G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1252,HOUMBI,HOUMBI-EPP KITIDJAN G/D,"000012402","12402",EPP KITIDJAN G/D
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1253,HOUMBIGBLE,HOUMBIGBLE-EPP LOGOPE G/A,"000012403","12403",EPP LOGOPE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1253,HOUMBIGBLE,HOUMBIGBLE-EPP LOGOPE G/B,"000012404","12404",EPP LOGOPE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1255,KITIDJAN,KITIDJAN-EPP SOGBOSSITO G/A,"000012405","12405",EPP SOGBOSSITO G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1255,KITIDJAN,KITIDJAN-EPP SOGBOSSITO G/B,"000012406","12406",EPP SOGBOSSITO G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1255,KITIDJAN,KITIDJAN-EPP SOGBOSSITO G/C,"000012407","12407",EPP SOGBOSSITO G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1246,ATSANVE,ATSANVE-CPL LE SALUT,"000012408","12408",CPL LE SALUT
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1248,DEMAKPOE,DEMAKPOE-EPP CACAVELLI II G/B,"000012409","12409",EPP CACAVELLI II G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1248,DEMAKPOE,DEMAKPOE-EPP CACAVELLI II G/A,"000012410","12410",EPP CACAVELLI II G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1252,HOUMBI,HOUMBI-EPL LA CONFIDENCE II,"000012411","12411",EPL LA CONFIDENCE II
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1253,HOUMBIGBLE,HOUMBIGBLE-LYCEE AGOE-NORD,"000012412","12412",LYCEE AGOE-NORD
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1254,KELEGOUGAN DIGBLE,KELEGOUGAN DIGBLE-EPP GNAMASSIGAN G/A,"000012413","12413",EPP GNAMASSIGAN G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-BLUE ZONE CACAVELI,"000012414","12414",BLUE ZONE CACAVELI
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1241,ANOKUI NOGO,ANOKUI NOGO-CSP ESSOTINA,"000012415","12415",CSP ESSOTINA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1239,ANOKUI,ANOKUI-CACAVELI CORSJDC,"000012417","12417",CACAVELI CORSJDC
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1256,AHONKPOE,AHONKPOE-EPP AHONKPOE A,"000012418","12418",EPP AHONKPOE A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1257,ATHIEME,ATHIEME-EPP AMADENTA ATHIEME G/A,"000012419","12419",EPP AMADENTA ATHIEME G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1257,ATHIEME,ATHIEME-EPP AMADENTA ATHIEME G/B,"000012420","12420",EPP AMADENTA ATHIEME G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1258,DALIKO,DALIKO-CPL LA SEMENCE,"000012421","12421",CPL LA SEMENCE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1258,DALIKO,DALIKO-EPP DALIKO G/A,"000012422","12422",EPP DALIKO G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1258,DALIKO,DALIKO-EPP DALIKO G/B,"000012423","12423",EPP DALIKO G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1258,DALIKO,DALIKO-EPP DALIKO G/C,"000012424","12424",EPP DALIKO G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1259,LEGBASSITO,LEGBASSITO-EPE BETHEL DE LEGBASSITO G/A,"000012425","12425",EPE BETHEL DE LEGBASSITO G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1259,LEGBASSITO,LEGBASSITO-EPE BETHEL DE LEGBASSITO G/B,"000012426","12426",EPE BETHEL DE LEGBASSITO G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1260,MADJIKPETO,MADJIKPETO-EPP LEGBASSITO MADJIKPETO G/A,"000012427","12427",EPP LEGBASSITO MADJIKPETO G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1260,MADJIKPETO,MADJIKPETO-EPP LEGBASSITO MADJIKPETO G/B,"000012428","12428",EPP LEGBASSITO MADJIKPETO G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1260,MADJIKPETO,MADJIKPETO-EPP LEGBASSITO MADJIKPETO G/C,"000012429","12429",EPP LEGBASSITO MADJIKPETO G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1260,MADJIKPETO,MADJIKPETO-CPL JABOK II,"000012430","12430",CPL JABOK II
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 3,VAKPOSSITO,CNT146,L1261,ATSANVE,ATSANVE-CPL ETOILES BRILLANTES DU MATIN,"000012431","12431",CPL ETOILES BRILLANTES DU MATIN
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 3,VAKPOSSITO,CNT146,L1261,ATSANVE,ATSANVE-EPP VAKPOSSITO G/A,"000012432","12432",EPP VAKPOSSITO G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 3,VAKPOSSITO,CNT146,L1261,ATSANVE,ATSANVE-EPP VAKPOSSITO G/B,"000012433","12433",EPP VAKPOSSITO G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 3,VAKPOSSITO,CNT146,L1261,ATSANVE,ATSANVE-EPP VAKPOSSITO G/C,"000012434","12434",EPP VAKPOSSITO G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1263,ALINKA,ALINKA-EPP ALINKA,"000012436","12436",EPP ALINKA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1267,DJELEDZI,DJELEDZI-EPP KPEDEVIKOPE,"000012437","12437",EPP KPEDEVIKOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1265,TOWOUGANOU,TOWOUGANOU-CEG DIKAME,"000012438","12438",CEG DIKAME
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1262,KPEDEVI KOPE,KPEDEVI KOPE-EPL LOMETO,"000012439","12439",EPL LOMETO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1262,KPEDEVI KOPE,KPEDEVI KOPE-CPL LOMETO,"000012440","12440",CPL LOMETO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1264,ALINKA NYIVEMEGBLE,ALINKA NYIVEMEGBLE-EPP COTOCOLI-ZONGO G/B,"000012441","12441",EPP COTOCOLI-ZONGO G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1264,ALINKA NYIVEMEGBLE,ALINKA NYIVEMEGBLE-EPP COTOTCOLI-ZONGO G/A,"000012442","12442",EPP COTOTCOLI-ZONGO G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1266,DEGOME,DEGOME-CEG FIDOKPUI-GENOUKOPE,"000012443","12443",CEG FIDOKPUI-GENOUKOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1269,HAOUSSA ZONGO,HAOUSSA ZONGO-EPP TOGBLEKOPE G/A,"000012444","12444",EPP TOGBLEKOPE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1269,HAOUSSA ZONGO,HAOUSSA ZONGO-EPP TOGBLEKOPE G/B,"000012445","12445",EPP TOGBLEKOPE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1269,HAOUSSA ZONGO,HAOUSSA ZONGO-LYCEE TOGBLEKOPE,"000012446","12446",LYCEE TOGBLEKOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1270,ATSANVE,ATSANVE-COLLEGE AL-FOURKANE,"000012447","12447",COLLEGE AL-FOURKANE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1270,ATSANVE,ATSANVE-CPL DE LALLIRE DORKENOO,"000012448","12448",CPL DE LALLIRE DORKENOO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1270,ATSANVE,ATSANVE-EPI CSI ZONGO,"000012449","12449",EPI CSI ZONGO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 4,TOGBLEKOPE,CNT147,L1268,AKOIN,AKOIN-COMPLEXE SCOLAIRE PRIVE LAIC LE VETO,"000012450","12450",COMPLEXE SCOLAIRE PRIVE LAIC LE VETO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1275,DANGBESSITO,DANGBESSITO-EPC SANGUERA,"000012451","12451",EPC SANGUERA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1275,DANGBESSITO,DANGBESSITO-LYCEE SANGUERA,"000012452","12452",LYCEE SANGUERA
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1273,AGBLELIKO,AGBLELIKO-EPP KOHE G/A,"000012453","12453",EPP KOHE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1273,AGBLELIKO,AGBLELIKO-EPP KOHE G/B,"000012454","12454",EPP KOHE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1273,AGBLELIKO,AGBLELIKO-EPP KOHE G/C,"000012455","12455",EPP KOHE G/C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1278,KLIKAME,KLIKAME-EPP ZOPOMAHE G/A,"000012456","12456",EPP ZOPOMAHE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1278,KLIKAME,KLIKAME-EPP ZOPOMAHE G/B,"000012457","12457",EPP ZOPOMAHE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1271,AFIADEGNIGBA,AFIADEGNIGBA-EPP AFIADEGNIGBAN,"000012458","12458",EPP AFIADEGNIGBAN
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1276,KOPEGAN,KOPEGAN-EPP CAMP LOGOPE G/B,"000012459","12459",EPP CAMP LOGOPE G/B
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1277,VOGOME,VOGOME-CHATEAU VOGOME 1,"000012460","12460",CHATEAU VOGOME 1
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1277,VOGOME,VOGOME-COMPLEXE SCOLAIRE GRACE ET VIE,"000012461","12461",COMPLEXE SCOLAIRE GRACE ET VIE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1272,ANYIGBE,ANYIGBE-EPP DANGBESSITO,"000012462","12462",EPP DANGBESSITO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1274,AGBLELIKO,AGBLELIKO-EPP SAGNRAKOZANGUERA C,"000012463","12463",EPP SAGNRAKOZANGUERA C
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1277,VOGOME,VOGOME-VOOME CHATEAU ,"000012464","12464",VOOME CHATEAU 
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-EPP AGNAVE,"000012465","12465",EPP AGNAVE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1283,ADETIKOPE-CENTRE,ADETIKOPE-CENTRE-EPP TSIKPLONOUKONDJI,"000012466","12466",EPP TSIKPLONOUKONDJI
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-EPL MON PARCOURS,"000012467","12467",EPL MON PARCOURS
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-CEG ADETIKOPE,"000012468","12468",CEG ADETIKOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-CEG ADETIKOPE-EST,"000012469","12469",CEG ADETIKOPE-EST
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-LYCEE ADETIKOPE,"000012470","12470",LYCEE ADETIKOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-EPP ADETIKOPE G/A,"000012471","12471",EPP ADETIKOPE G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-EPP ADETIKOPE GC N2,"000012472","12472",EPP ADETIKOPE GC N2
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-EPP KLADZEME G/A,"000012473","12473",EPP KLADZEME G/A
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1282,DEVIME,DEVIME-EPE TONOUKOUTI,"000012474","12474",EPE TONOUKOUTI
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1281,DZOVE,DZOVE-EPC LOMEGNONKOPE,"000012476","12476",EPC LOMEGNONKOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1280,TSIKPLONOU-KONDJI,TSIKPLONOU-KONDJI-CS NOTRE DAME DES VICTOIRES CS NDV,"000012477","12477",CS NOTRE DAME DES VICTOIRES CS NDV
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L1279,AGNAVE,AGNAVE-EPC ADOGLOVE,"000012478","12478",EPC ADOGLOVE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 5,ZANGUERA,CNT148,L1278,KLIKAME,KLIKAME-EPP KLIKAME,"000012571","12571",EPP KLIKAME
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L3775,LOGOPE,LOGOPE-DGPN-GIPN,"000017138","17138",DGPN-GIPN
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 6,ADETIKOPE,CNT149,L8427,ADETIKOPE,ADETIKOPE-DGPN-CRI ADETICOPE,"000017139","17139",DGPN-CRI ADETICOPE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 2,LEGBASSITO,CNT145,L1259,LEGBASSITO,LEGBASSITO-DGPN-LEGBASSITO,"000017142","17142",DGPN-LEGBASSITO
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L1246,ATSANVE,ATSANVE-DGPN-CC AGOE,"000017145","17145",DGPN-CC AGOE
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 3,AFLAO-GAGLI,CNT433,L8430,AVEDJI TELESSOU,AVEDJI TELESSOU-LOME TELESSOU,"000017153","17153",LOME TELESSOU
DAGL,R6,AGOE-NYIVE,AGOE-NYIVE 1,AGOE-NYIVE,CNT144,L8432,ATCHANVE CENTRE,ATCHANVE CENTRE-LOME AGOE ATCHANVE,"000017157","17157",LOME AGOE ATCHANVE
