"region","regioncode","prefecture","commune","canton","code_canton","code","localite_name","localites","locationcode","idcentre","centres"
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1805,KANKAMPIENI,KANKAMPIENI-EPP KANKAMPIENI,"000015144","15144",EPP KANKAMPIENI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1825,NAYEGA-CENTRE,NAYEGA-CENTRE-EPP NAYEGA CENTRE,"000015147","15147",EPP NAYEGA CENTRE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1783,SOGOU,SOGOU-EPP SOGOU TCHIELE,"000015149","15149",EPP SOGOU TCHIELE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,OGARO,CNT348,L1880,KONANGOU,KONANGOU-EPP KONANGOU,"000015150","15150",EPP KONANGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,OGARO,CNT348,L1904,BONLOIRE,BONLOIRE-EPP BONLOARE,"000015151","15151",EPP BONLOARE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,OGARO,CNT348,L1924,NAMATOUGOU,NAMATOUGOU-EPP NAMATOUGOU,"000015152","15152",EPP NAMATOUGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1770,TAMATIGOU,TAMATIGOU-EPP TAMATOUGOU G/B,"000015157","15157",EPP TAMATOUGOU G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1770,TAMATIGOU,TAMATIGOU-EPP TAMATOUGOU G/A,"000015158","15158",EPP TAMATOUGOU G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1896,NAKPATCHAL,NAKPATCHAL-EPP NAKPATCHAL,"000015160","15160",EPP NAKPATCHAL
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1822,KPENDJAGA,KPENDJAGA-MAGASIN KPENDJAGA,"000015161","15161",MAGASIN KPENDJAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,OGARO,CNT348,L1893,GALPOLI,GALPOLI-MAGASIN UGPAK,"000015164","15164",MAGASIN UGPAK
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1755,DJAPIENGOU,DJAPIENGOU-EPP TAMATOUGOU,"000015166","15166",EPP TAMATOUGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAKI-EST,CNT346,L1824,TANTCHIMOU,TANTCHIMOU-MAGASIN SOTOCO TANTCHIMOU,"000015167","15167",MAGASIN SOTOCO TANTCHIMOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAKI-EST,CNT346,L1775,TAMONDJOARE,TAMONDJOARE-EPP TAMONDJOARE,"000015170","15170",EPP TAMONDJOARE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAKI-EST,CNT346,L1742,KPEMPIAGOU,KPEMPIAGOU-EPP KPEMPIAGOU,"000015171","15171",EPP KPEMPIAGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,POGNO,CNT351,L1928,BANANGANDI,BANANGANDI-EPP BANANGANDI,"000015173","15173",EPP BANANGANDI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,POGNO,CNT351,L1925,DIELO,DIELO-EPP DIELO,"000015174","15174",EPP DIELO
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,POGNO,CNT351,L1915,GBANGA,GBANGA-EPP GBANGA,"000015176","15176",EPP GBANGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1894,NADANO,NADANO-EPP NADANO,"000015177","15177",EPP NADANO
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,POGNO,CNT351,L1929,TCHIMOURI,TCHIMOURI-EPP TCHIMOURI,"000015180","15180",EPP TCHIMOURI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,POGNO,CNT351,L1921,DJIBONTOTI,DJIBONTOTI-EPP DJIBONTOTI,"000015181","15181",EPP DJIBONTOTI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1803,GALLE,GALLE-EPP GALLE,"000015183","15183",EPP GALLE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1826,NABATIGA,NABATIGA-EPP NABATIGA,"000015185","15185",EPP NABATIGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1847,SOG-BOGOU,SOG-BOGOU-EPP SOG BOGOU,"000015187","15187",EPP SOG BOGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAKI-EST,CNT346,L1775,TAMONDJOARE,TAMONDJOARE-EPP TAMONDJOARE EST G/A,"000015188","15188",EPP TAMONDJOARE EST G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1761,NALOATE,NALOATE-EPP NALOATE G/A,"000015190","15190",EPP NALOATE G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1761,NALOATE,NALOATE-EPP NALOATE G/B,"000015191","15191",EPP NALOATE G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1815,KOUAMPANTE,KOUAMPANTE-EPP KOUAMPANTE,"000015192","15192",EPP KOUAMPANTE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1822,KPENDJAGA,KPENDJAGA-EPP KPENDJAGA,"000015193","15193",EPP KPENDJAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1871,TOUMPORGOU,TOUMPORGOU-EPP TOUMPORGOU,"000015197","15197",EPP TOUMPORGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1814,KPEMBONA,KPEMBONA-EPP KPEMBONA G/A,"000015199","15199",EPP KPEMBONA G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1854,NADOUNGOU,NADOUNGOU-EPP MALGBANGOU G/A,"000015201","15201",EPP MALGBANGOU G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1854,NADOUNGOU,NADOUNGOU-EPP MALGBANGOU G/B,"000015202","15202",EPP MALGBANGOU G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1922,TANLOAGA,TANLOAGA-EPP TANLOAGA,"000015204","15204",EPP TANLOAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1903,TODJOGOU,TODJOGOU-EPP TODJOGOU,"000015205","15205",EPP TODJOGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1867,TOLANKATIGA II,TOLANKATIGA II-EPP TOLONKATIGA 2,"000015207","15207",EPP TOLONKATIGA 2
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1834,NATCHOUNTCHALE,NATCHOUNTCHALE-EPP NATCHOUNTCHAL,"000015208","15208",EPP NATCHOUNTCHAL
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1875,YAMADJOAGA,YAMADJOAGA-EPP TAMBONGA,"000015211","15211",EPP TAMBONGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,TAMBONGA,CNT352,L1890,BALBIAGA,BALBIAGA-EPP BALBIAGA,"000015213","15213",EPP BALBIAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1772,DJAGOGA,DJAGOGA-MAGASIN SOTOCO DJAGOGA,"000015216","15216",MAGASIN SOTOCO DJAGOGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,POGNO,CNT351,L1891,SALAMBAGOU,SALAMBAGOU-EPP SALAMBAGOU,"000015218","15218",EPP SALAMBAGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1862,TANKPAGLI,TANKPAGLI-MAGASIN SOTOCO TANKPAGLI,"000015219","15219",MAGASIN SOTOCO TANKPAGLI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,PAPRI,CNT350,L1820,GNIYARTIGOU,GNIYARTIGOU-EPP GNIYARTIGOU,"000015221","15221",EPP GNIYARTIGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1766,NALOATE-TOLONG,NALOATE-TOLONG-MAGASIN RAFIA NALOATE-TOLONG,"000015222","15222",MAGASIN RAFIA NALOATE-TOLONG
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1800,NAMOUNDJOGA,NAMOUNDJOGA-AFFAIRES SOCIALES NAMOUNDJOGA,"000015225","15225",AFFAIRES SOCIALES NAMOUNDJOGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 1,NAYEGA,CNT347,L1898,DJIBOLE,DJIBOLE-EPP DJIBOLE,"000015309","15309",EPP DJIBOLE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL OUEST 2,NAMOUNDJOGA,CNT349,L1766,NALOATE-TOLONG,NALOATE-TOLONG-EPP NALOATE TOLONG,"000015691","15691",EPP NALOATE TOLONG
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAKI-EST,CNT414,L8110,FOBENGA-TIERROU,FOBENGA-TIERROU-EPP FOBENGA TIERROU,"000016529","16529",EPP FOBENGA TIERROU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAKI-EST,CNT414,L8111,KANKANGOU,KANKANGOU-CEGIL KANKANGOU,"000016530","16530",CEGIL KANKANGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAKI-EST,CNT414,L8112,NAMOUMBAGA,NAMOUMBAGA-EPP NAMOUBAGA,"000016531","16531",EPP NAMOUBAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAKI-EST,CNT414,L8113,DJAMOITIGA,DJAMOITIGA-MAGASIN SOTOCO DJAMOITIGA,"000016532","16532",MAGASIN SOTOCO DJAMOITIGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAKI-EST,CNT414,L8114,NAPELKANG,NAPELKANG-MAGASIN SOTOCO NAPELKANG,"000016533","16533",MAGASIN SOTOCO NAPELKANG
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAKI-EST,CNT414,L8115,DJEMBENGOU,DJEMBENGOU-MAGASIN SOTOCO DJEMBENGOU,"000016534","16534",MAGASIN SOTOCO DJEMBENGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8116,BOULBENLI,BOULBENLI-EPP BOULBENE,"000016535","16535",EPP BOULBENE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8117,DJABONLI,DJABONLI-EPP DJABONLI,"000016536","16536",EPP DJABONLI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8118,NAKPATONGOU,NAKPATONGOU-EPP NAKPATONGOU,"000016537","16537",EPP NAKPATONGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8119,NATARE,NATARE-EPP NATARE,"000016538","16538",EPP NATARE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8120,NAYEGA,NAYEGA-EPP NAYEGA,"000016539","16539",EPP NAYEGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8121,DJOIMO,DJOIMO-EPP DJOAMO,"000016540","16540",EPP DJOAMO
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8122,GNOUMBOUNTIGOU,GNOUMBOUNTIGOU-EPP GNOUMBOUNTIGOU,"000016541","16541",EPP GNOUMBOUNTIGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,NAYEGA,CNT415,L8123,NATATINGA,NATATINGA-MAGASIN NATATINGA,"000016542","16542",MAGASIN NATATINGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,OGARO,CNT416,L8124,OGARO-CENTRE,OGARO-CENTRE-EPP OGARO,"000016543","16543",EPP OGARO
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,OGARO,CNT416,L8124,OGARO-CENTRE,OGARO-CENTRE-EPP OGARO G/B,"000016544","16544",EPP OGARO G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,OGARO,CNT416,L8125,KPEMPIGOU,KPEMPIGOU-CEG OGARO,"000016545","16545",CEG OGARO
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,OGARO,CNT416,L8126,BONTONGOU-GBANGBANGOU,BONTONGOU-GBANGBANGOU-EPP DIGBANGBANGOU,"000016546","16546",EPP DIGBANGBANGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,OGARO,CNT416,L8127,KPENDJAGA,KPENDJAGA-MAGASIN KPENDJAGA,"000016547","16547",MAGASIN KPENDJAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 1,OGARO,CNT416,L8128,OGARO-KOUAMPANTE,OGARO-KOUAMPANTE-PLACE PUBLIQUE OGARO-KOUAMPANTE,"000016548","16548",PLACE PUBLIQUE OGARO-KOUAMPANTE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8129,BAMONE-TCHINDJOARE,BAMONE-TCHINDJOARE-EPP BAMONE TCHINDJOARE,"000016549","16549",EPP BAMONE TCHINDJOARE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8130,KOMPITE BONGA,KOMPITE BONGA-DISPENSAIRE KOMPITE BONGA,"000016550","16550",DISPENSAIRE KOMPITE BONGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8131,KONGBANE,KONGBANE-EPP KONKONGBANE,"000016551","16551",EPP KONKONGBANE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8132,NALOATE,NALOATE-EPP NALOATE G/A,"000016552","16552",EPP NALOATE G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8132,NALOATE,NALOATE-EPP NALOATE G/B,"000016553","16553",EPP NALOATE G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8133,NAMBONGA-BAS,NAMBONGA-BAS-EPP NAMBONGA,"000016554","16554",EPP NAMBONGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8134,TAMONDJOARE,TAMONDJOARE-EPP TAMONDJOARE EST G/A,"000016555","16555",EPP TAMONDJOARE EST G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8135,TANGBAMONTE,TANGBAMONTE-EPP TANGBAMONTE,"000016556","16556",EPP TANGBAMONTE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8136,TANTANTCHAL,TANTANTCHAL-EPP TANTANTCHAL,"000016557","16557",EPP TANTANTCHAL
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,NAMOUNDJOGA,CNT417,L8137,TOPIENGA,TOPIENGA-EPP KPEMBONA G/B,"000016558","16558",EPP KPEMBONA G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8138,KOUAMPANTE,KOUAMPANTE-EPP KOUAMPANTE,"000016559","16559",EPP KOUAMPANTE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8139,BONGONGONA,BONGONGONA-EPP BONGONGONA,"000016560","16560",EPP BONGONGONA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8140,KPENDJAGA-HAUT,KPENDJAGA-HAUT-EPP KPENDJAGA HAUT,"000016561","16561",EPP KPENDJAGA HAUT
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8141,NASSIEGOU,NASSIEGOU-EPP PAPRI G/A,"000016562","16562",EPP PAPRI G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8141,NASSIEGOU,NASSIEGOU-EPP PAPRI G/B,"000016563","16563",EPP PAPRI G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8142,PAPRI CENTRE,PAPRI CENTRE-CEG PAPRI,"000016564","16564",CEG PAPRI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8143,SALAMBAGOU,SALAMBAGOU-EPP SALAMBAGOU,"000016565","16565",EPP SALAMBAGOU
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,PAPRI,CNT418,L8144,TOMONE 1,TOMONE 1-MAISON DU SOUS-CHEF,"000016566","16566",MAISON DU SOUS-CHEF
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,POGNO,CNT419,L8145,NADANO,NADANO-EPP NADANO,"000016567","16567",EPP NADANO
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,POGNO,CNT419,L8146,DJIGNANDJOAGA,DJIGNANDJOAGA-EPP DJIGNINDJOAGA,"000016568","16568",EPP DJIGNINDJOAGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,POGNO,CNT419,L8147,POGNO,POGNO-EPP POGNO G/A,"000016569","16569",EPP POGNO G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,POGNO,CNT419,L8147,POGNO,POGNO-EPP POGNO G/B,"000016570","16570",EPP POGNO G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8148,TOLANKATIGA 1,TOLANKATIGA 1-EPP TOLONKATIGA 1,"000016571","16571",EPP TOLONKATIGA 1
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8149,BONKARLI,BONKARLI-EPP BONKARLI,"000016572","16572",EPP BONKARLI
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8150,KPEMBONA,KPEMBONA-EPP KPEMBONA G/A,"000016573","16573",EPP KPEMBONA G/A
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8150,KPEMBONA,KPEMBONA-EPP KPEMBONA G/B,"000016574","16574",EPP KPEMBONA G/B
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8151,KPENBONLE,KPENBONLE-CENTRE ALPHAB. KPENBONLE,"000016575","16575",CENTRE ALPHAB. KPENBONLE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8152,NAKPIELE,NAKPIELE-CHAPELLE CATHOLIQUE NAKPIELE,"000016576","16576",CHAPELLE CATHOLIQUE NAKPIELE
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8153,TAMBONGA,TAMBONGA-CEG TAMBONGA,"000016577","16577",CEG TAMBONGA
SAVANES,R5,KPENDJAL OUEST,KPENDJAL-OUEST 2,TAMBONGA,CNT420,L8154,TCHAWALGOU,TCHAWALGOU-EPP TCHAWOLGOU,"000016578","16578",EPP TCHAWOLGOU
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5673,GLIDJI,GLIDJI-EPP AVIATION G/A,"000011524","11524",EPP AVIATION G/A
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5673,GLIDJI,GLIDJI-EPP AVIATION G/B,"000011525","11525",EPP AVIATION G/B
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5673,GLIDJI,GLIDJI-EPP AVIATION,"000012936","12936",EPP AVIATION
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5685,ADJIDO,ADJIDO-EPP ADJIDO G/A,"000016121","16121",EPP ADJIDO G/A
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5685,ADJIDO,ADJIDO-COLLEGE SACRE COEUR ADJIDO,"000016122","16122",COLLEGE SACRE COEUR ADJIDO
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5685,ADJIDO,ADJIDO-EPC SACRE-COEUR,"000016123","16123",EPC SACRE-COEUR
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5687,AMADOTE,AMADOTE-INSPECTION DU TRAVAIL,"000016124","16124",INSPECTION DU TRAVAIL
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5680,APOUNOUKPA,APOUNOUKPA-MAIRIE,"000016125","16125",MAIRIE
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5671,BADJI,BADJI-GIPATO,"000016126","16126",GIPATO
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5661,DEGBENOU,DEGBENOU-EPP DEGBENOU,"000016127","16127",EPP DEGBENOU
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5666,DJAMADJI,DJAMADJI-COLLEGE SAINT PIERRE ET PAUL,"000016128","16128",COLLEGE SAINT PIERRE ET PAUL
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5659,HABITAT,HABITAT-EPP ASSOU KONDJI,"000016129","16129",EPP ASSOU KONDJI
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5659,HABITAT,HABITAT-EPP DE KOKOUSSE-KONDJI GROUPE A/B (HABITAT - ANEHO),"000016130","16130",EPP DE KOKOUSSE-KONDJI GROUPE A/B (HABITAT - ANEHO)
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L7877,KPOTA,KPOTA-EPP KUTSCHENRITTER,"000016131","16131",EPP KUTSCHENRITTER
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L7878,MESSAN-KONDJI,MESSAN-KONDJI-EPP MESSAN CONDJI G/A,"000016132","16132",EPP MESSAN CONDJI G/A
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L7878,MESSAN-KONDJI,MESSAN-KONDJI-EPP MESSAN CONDJI G/B,"000016133","16133",EPP MESSAN CONDJI G/B
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L7878,MESSAN-KONDJI,MESSAN-KONDJI-EPP MESSAN CONDJI G/C,"000016134","16134",EPP MESSAN CONDJI G/C
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L7879,SANVEE CONDJI,SANVEE CONDJI-EPL SAINT RAPHAEL,"000016135","16135",EPL SAINT RAPHAEL
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5686,YESSUVITO,YESSUVITO-EPP YESSOUVITO,"000016136","16136",EPP YESSOUVITO
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5692,ZEBE,ZEBE-EPP ZEBEVI G/B,"000016137","16137",EPP ZEBEVI G/B
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5692,ZEBE,ZEBE-TRIBUNAL ZEBE,"000016138","16138",TRIBUNAL ZEBE
MARITIME,R3,LACS,LACS 1,ANEHO,CNT175,L5682,ZONGO,ZONGO-ECOLE PRIVEE FRANCO-ARABE RAHMANIYA (ECOLE CORANIQUE),"000016139","16139",ECOLE PRIVEE FRANCO-ARABE RAHMANIYA (ECOLE CORANIQUE)
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5713,ABATAME,ABATAME-EPP ABATAME,"000016140","16140",EPP ABATAME
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7880,AGBANOU,AGBANOU-EPP AGBANOU,"000016141","16141",EPP AGBANOU
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7881,AGODJA,AGODJA-EPP GLIDJI,"000016142","16142",EPP GLIDJI
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7881,AGODJA,AGODJA-EPC GLIDJI,"000016143","16143",EPC GLIDJI
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7882,AKAGANDJI,AKAGANDJI-EPP AKAGANDJI G/A,"000016144","16144",EPP AKAGANDJI G/A
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7882,AKAGANDJI,AKAGANDJI-EPP AKAGANDJI G/B,"000016145","16145",EPP AKAGANDJI G/B
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7883,ATIKPO KONDJI,ATIKPO KONDJI-EPC ATTIKPO CONDJI,"000016146","16146",EPC ATTIKPO CONDJI
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5679,ATOTIDEKA,ATOTIDEKA-EPP ATOTIDEKA,"000016147","16147",EPP ATOTIDEKA
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7884,AVIATION,AVIATION-EPP AVIATION,"000016148","16148",EPP AVIATION
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7885,FIO-CONDJI,FIO-CONDJI-EPC FIO CONDJI,"000016149","16149",EPC FIO CONDJI
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5673,GLIDJI,GLIDJI-EPP ZEBEVI G/A,"000016150","16150",EPP ZEBEVI G/A
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7886,KETA ASSOUKOPE,KETA ASSOUKOPE-EPP ASSOUKOPE,"000016151","16151",EPP ASSOUKOPE
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5689,SIGBEHOUE,SIGBEHOUE-EPP SIGBEHOUE G/A,"000016152","16152",EPP SIGBEHOUE G/A
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L7887,TOSSOUHON,TOSSOUHON-EPP ZALIVE,"000016153","16153",EPP ZALIVE
MARITIME,R3,LACS,LACS 1,GLIDJI,CNT176,L5658,ZOWLAGAN,ZOWLAGAN-EPC ZOWLA,"000016154","16154",EPC ZOWLA
MARITIME,R3,LACS,LACS 2,AGOUEGAN,CNT178,L7888,ABLOGAME,ABLOGAME-EPP SEKO G/A,"000016155","16155",EPP SEKO G/A
MARITIME,R3,LACS,LACS 2,AGOUEGAN,CNT178,L7888,ABLOGAME,ABLOGAME-EPP SEKO G/B,"000016156","16156",EPP SEKO G/B
MARITIME,R3,LACS,LACS 2,AGOUEGAN,CNT178,L7889,AGOTIME,AGOTIME-EPP AGBANAKIN,"000016157","16157",EPP AGBANAKIN
MARITIME,R3,LACS,LACS 2,AGOUEGAN,CNT178,L7889,AGOTIME,AGOTIME-EPP AGOUEGAN,"000016158","16158",EPP AGOUEGAN
