code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
L3155,KOMONGUE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3155,KOMONGUE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3156,OLONGOU,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3156,OLONGOU,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3157,TANTOGA CENTRE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3157,TANTOGA CENTRE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3158,GNOBTCHATE III,5,Locality,CNT401,eng,t,superadmin,2021-11-25 01:30:04.082
L3158,GNOBTCHATE III,5,Localit̩,CNT401,fra,t,superadmin,2021-11-25 01:30:04.082
L3159,DOGBOUAGUE,5,Locality,CNT384,eng,t,superadmin,2021-11-25 01:30:04.082
L3159,DOGBOUAGUE,5,Localit̩,CNT384,fra,t,superadmin,2021-11-25 01:30:04.082
L3160,GOANDJOAGA,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3160,GOANDJOAGA,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3161,BIEGOU,5,Locality,CNT384,eng,t,superadmin,2021-11-25 01:30:04.082
L3161,BIEGOU,5,Localit̩,CNT384,fra,t,superadmin,2021-11-25 01:30:04.082
L3162,GNOBTCHATE I,5,Locality,CNT401,eng,t,superadmin,2021-11-25 01:30:04.082
L3162,GNOBTCHATE I,5,Localit̩,CNT401,fra,t,superadmin,2021-11-25 01:30:04.082
L3163,YALTCHANTE-KOUANE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3163,YALTCHANTE-KOUANE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3164,GOANDJOAGA II,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3164,GOANDJOAGA II,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3165,WALDJOAGUE,5,Locality,CNT401,eng,t,superadmin,2021-11-25 01:30:04.082
L3165,WALDJOAGUE,5,Localit̩,CNT401,fra,t,superadmin,2021-11-25 01:30:04.082
L3166,GOANDJOAGA I,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3166,GOANDJOAGA I,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3167,TANTOGA I,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3167,TANTOGA I,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3168,GNOUMAMAGOU,5,Locality,CNT384,eng,t,superadmin,2021-11-25 01:30:04.082
L3168,GNOUMAMAGOU,5,Localit̩,CNT384,fra,t,superadmin,2021-11-25 01:30:04.082
L3169,NAKPERKANG,5,Locality,CNT384,eng,t,superadmin,2021-11-25 01:30:04.082
L3169,NAKPERKANG,5,Localit̩,CNT384,fra,t,superadmin,2021-11-25 01:30:04.082
L3170,TANTOGA II,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3170,TANTOGA II,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3172,OUBIATE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3172,OUBIATE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3173,ODJADEGOU,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3173,ODJADEGOU,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3174,DJAPIENBAGOU,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3174,DJAPIENBAGOU,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3175,GROUPEMENT PEUHL,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3175,GROUPEMENT PEUHL,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3176,TOMONLE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3176,TOMONLE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3177,OLONGOU II,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3177,OLONGOU II,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3178,AFOUNGA,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3178,AFOUNGA,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3179,GOUANDJOIG-TOLOGUE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3179,GOUANDJOIG-TOLOGUE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3180,PIAKOULE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3180,PIAKOULE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3181,BOALE,5,Locality,CNT401,eng,t,superadmin,2021-11-25 01:30:04.082
L3181,BOALE,5,Localit̩,CNT401,fra,t,superadmin,2021-11-25 01:30:04.082
L3182,PIAKOUL II,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3182,PIAKOUL II,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3183,OSSANGOU,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3183,OSSANGOU,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3184,LIGBATRE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3184,LIGBATRE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3185,OUBIAGOU II,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3185,OUBIAGOU II,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3187,TODJOGUE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3187,TODJOGUE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3188,KALIYATA,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3188,KALIYATA,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3189,BOALE I,5,Locality,CNT401,eng,t,superadmin,2021-11-25 01:30:04.082
L3189,BOALE I,5,Localit̩,CNT401,fra,t,superadmin,2021-11-25 01:30:04.082
L3190,SANKARGBINGBANG I,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3190,SANKARGBINGBANG I,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3191,OUBIAGOU SANKARGBINGBANG,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3191,OUBIAGOU SANKARGBINGBANG,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3192,SANKARGBINGBANG III,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3192,SANKARGBINGBANG III,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3193,NALOUATE TOLONGUE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3193,NALOUATE TOLONGUE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3194,PIAKOUL III,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3194,PIAKOUL III,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3195,OUBIAGOU CENTRE,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3195,OUBIAGOU CENTRE,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3196,NADJOU,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3196,NADJOU,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3198,BOALE-BARRAGE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3198,BOALE-BARRAGE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3199,NALOUATE I,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3199,NALOUATE I,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3200,KWOMPIT-BONG,5,Locality,CNT400,eng,t,superadmin,2021-11-25 01:30:04.082
L3200,KWOMPIT-BONG,5,Localit̩,CNT400,fra,t,superadmin,2021-11-25 01:30:04.082
L3202,NADJOU-BONSONGUE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3202,NADJOU-BONSONGUE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3204,GALE,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3204,GALE,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3206,GOANDJOAGA III,5,Locality,CNT399,eng,t,superadmin,2021-11-25 01:30:04.082
L3206,GOANDJOAGA III,5,Localit̩,CNT399,fra,t,superadmin,2021-11-25 01:30:04.082
L3770,KLEVE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3770,KLEVE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3771,KLEVE APENYIGBE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3771,KLEVE APENYIGBE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3772,KLEVE ASSIYEYE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3772,KLEVE ASSIYEYE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3773,KOVE APELEBUIME,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3773,KOVE APELEBUIME,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3775,LOGOPE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3775,LOGOPE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3776,LOGOPE ATSANVE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3776,LOGOPE ATSANVE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3777,LOGOPE KPATEFI,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3777,LOGOPE KPATEFI,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3778,NYAVIME AVEYIME,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3778,NYAVIME AVEYIME,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3779,NYIVEME + APELEBUIME,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3779,NYIVEME + APELEBUIME,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3780,SOGBOSSITO,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3780,SOGBOSSITO,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3781,SOGBOSSITO AZIALE KOPE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3781,SOGBOSSITO AZIALE KOPE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3782,TELESSOU ADOKPO KOPE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3782,TELESSOU ADOKPO KOPE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3783,TELESSOU AGBODEKA KOPE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3783,TELESSOU AGBODEKA KOPE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3784,TOGOME,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3784,TOGOME,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3785,TOTSI KLEVEGBLE,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3785,TOTSI KLEVEGBLE,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3786,TOTSI KPATEFI,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3786,TOTSI KPATEFI,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3787,TOTSI NYIVEME,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3787,TOTSI NYIVEME,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3788,ZOGBEGAN,5,Locality,CNT144,eng,t,superadmin,2021-11-25 01:30:04.082
L3788,ZOGBEGAN,5,Localit̩,CNT144,fra,t,superadmin,2021-11-25 01:30:04.082
L3790,AVINATO,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3790,AVINATO,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3791,SILIVI KOPE ou ADIDOME,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3791,SILIVI KOPE ou ADIDOME,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3793,DOUTHE KOPE,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3793,DOUTHE KOPE,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3794,AMADENTA ANAGLI KOPE,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3794,AMADENTA ANAGLI KOPE,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3795,ATHIEME AHONKPOE,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3795,ATHIEME AHONKPOE,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3796,AMEDENTA AKI KOPE,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3796,AMEDENTA AKI KOPE,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3797,ZOVADJIN,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3797,ZOVADJIN,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3798,KOVE AHONDJI KOPE,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3798,KOVE AHONDJI KOPE,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3800,YOHONOU,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3800,YOHONOU,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3801,KPOKPLOVIME,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3801,KPOKPLOVIME,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3802,AGOSSITO,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3802,AGOSSITO,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3803,KOVE SIVAGNON KOPE,5,Locality,CNT145,eng,t,superadmin,2021-11-25 01:30:04.082
L3803,KOVE SIVAGNON KOPE,5,Localit̩,CNT145,fra,t,superadmin,2021-11-25 01:30:04.082
L3804,HOSSOUKOPE,5,Locality,CNT146,eng,t,superadmin,2021-11-25 01:30:04.082
L3804,HOSSOUKOPE,5,Localit̩,CNT146,fra,t,superadmin,2021-11-25 01:30:04.082
L3805,AWOUDJA KOPE,5,Locality,CNT146,eng,t,superadmin,2021-11-25 01:30:04.082
L3805,AWOUDJA KOPE,5,Localit̩,CNT146,fra,t,superadmin,2021-11-25 01:30:04.082
L3806,ELAVANYO ATSANVE,5,Locality,CNT146,eng,t,superadmin,2021-11-25 01:30:04.082
L3806,ELAVANYO ATSANVE,5,Localit̩,CNT146,fra,t,superadmin,2021-11-25 01:30:04.082
L3807,ELAVANYO KLEVE,5,Locality,CNT146,eng,t,superadmin,2021-11-25 01:30:04.082
L3807,ELAVANYO KLEVE,5,Localit̩,CNT146,fra,t,superadmin,2021-11-25 01:30:04.082
L3809,TOGBLE CENTRE,5,Locality,CNT147,eng,t,superadmin,2021-11-25 01:30:04.082
L3809,TOGBLE CENTRE,5,Localit̩,CNT147,fra,t,superadmin,2021-11-25 01:30:04.082
L3810,BOKOR KOPE,5,Locality,CNT147,eng,t,superadmin,2021-11-25 01:30:04.082
L3810,BOKOR KOPE,5,Localit̩,CNT147,fra,t,superadmin,2021-11-25 01:30:04.082
L3811,KOTOKOLI ZONZO,5,Locality,CNT147,eng,t,superadmin,2021-11-25 01:30:04.082
L3811,KOTOKOLI ZONZO,5,Localit̩,CNT147,fra,t,superadmin,2021-11-25 01:30:04.082
L3812,FIDOKPUI,5,Locality,CNT147,eng,t,superadmin,2021-11-25 01:30:04.082
L3812,FIDOKPUI,5,Localit̩,CNT147,fra,t,superadmin,2021-11-25 01:30:04.082
L3813,DIKAME,5,Locality,CNT147,eng,t,superadmin,2021-11-25 01:30:04.082
L3813,DIKAME,5,Localit̩,CNT147,fra,t,superadmin,2021-11-25 01:30:04.082
L3814,GUENOU KOPE,5,Locality,CNT147,eng,t,superadmin,2021-11-25 01:30:04.082
L3814,GUENOU KOPE,5,Localit̩,CNT147,fra,t,superadmin,2021-11-25 01:30:04.082
L3815,DEKPO SANGUERA,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3815,DEKPO SANGUERA,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3816,SANYRAKO,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3816,SANYRAKO,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3817,ATIGAN COPE,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3817,ATIGAN COPE,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3818,KLEME SANGUERA,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3818,KLEME SANGUERA,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3819,TAGA KOPE,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3819,TAGA KOPE,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3820,ZOPOMAHE,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3820,ZOPOMAHE,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3822,KOHE,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3822,KOHE,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3823,NANEGBE,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3823,NANEGBE,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3824,LOGOGOME,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3824,LOGOGOME,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3825,NANEGBE ZOSSIME,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3825,NANEGBE ZOSSIME,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3826,ASSIGOME,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3826,ASSIGOME,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3827,TSROKPOSSIME,5,Locality,CNT148,eng,t,superadmin,2021-11-25 01:30:04.082
L3827,TSROKPOSSIME,5,Localit̩,CNT148,fra,t,superadmin,2021-11-25 01:30:04.082
L3828,KPOKPOME-AGUTE,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3828,KPOKPOME-AGUTE,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3829,ADOGLOVE,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3829,ADOGLOVE,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3830,KPOTAVE,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3830,KPOTAVE,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3831,LOMENYO KOPE,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3831,LOMENYO KOPE,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3832,KLADJEME,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3832,KLADJEME,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3833,TONOUKOUTI,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3833,TONOUKOUTI,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3834,AGOTIME,5,Locality,CNT149,eng,t,superadmin,2021-11-25 01:30:04.082
L3834,AGOTIME,5,Localit̩,CNT149,fra,t,superadmin,2021-11-25 01:30:04.082
L3835,BE KPEHENOU,5,Locality,CNT408,eng,t,superadmin,2021-11-25 01:30:04.082
L3835,BE KPEHENOU,5,Localit̩,CNT408,fra,t,superadmin,2021-11-25 01:30:04.082
L3836,TOKOIN LYCEE,5,Locality,CNT170,eng,t,superadmin,2021-11-25 01:30:04.082
L3836,TOKOIN LYCEE,5,Localit̩,CNT170,fra,t,superadmin,2021-11-25 01:30:04.082
L3838,DOULASSAME,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3838,DOULASSAME,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3839,KODJOVIAKOPE,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3839,KODJOVIAKOPE,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3840,AKOSSOMBO,5,Locality,CNT409,eng,t,superadmin,2021-11-25 01:30:04.082
L3840,AKOSSOMBO,5,Localit̩,CNT409,fra,t,superadmin,2021-11-25 01:30:04.082
L3841,CASABLANCA,5,Locality,CNT409,eng,t,superadmin,2021-11-25 01:30:04.082
L3841,CASABLANCA,5,Localit̩,CNT409,fra,t,superadmin,2021-11-25 01:30:04.082
L3842,TOKOIN OUEST,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3842,TOKOIN OUEST,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3843,ABOVE,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3843,ABOVE,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3844,NYEKONAKPOE,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3844,NYEKONAKPOE,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3845,TOKOIN SOLIDARITE,5,Locality,CNT409,eng,t,superadmin,2021-11-25 01:30:04.082
L3845,TOKOIN SOLIDARITE,5,Localit̩,CNT409,fra,t,superadmin,2021-11-25 01:30:04.082
L3846,BE KLIKAME,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3846,BE KLIKAME,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3847,OCTAVIONO NETIME,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3847,OCTAVIONO NETIME,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3848,TOKOIN HOPITAL,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3848,TOKOIN HOPITAL,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3849,DOGBEAVOU,5,Locality,CNT407,eng,t,superadmin,2021-11-25 01:30:04.082
L3849,DOGBEAVOU,5,Localit̩,CNT407,fra,t,superadmin,2021-11-25 01:30:04.082
L3850,TOKOIN GBADAGO,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3850,TOKOIN GBADAGO,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3851,HANOUKOPE,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3851,HANOUKOPE,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3852,QUARTIER ADMINISTRATIF,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3852,QUARTIER ADMINISTRATIF,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3853,WETRIVI KONDJI,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3853,WETRIVI KONDJI,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3854,KOKETIME,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3854,KOKETIME,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3855,FREAU JARDIN,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3855,FREAU JARDIN,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3856,AGBADAHONOU,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3856,AGBADAHONOU,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3857,SANGUERA,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3857,SANGUERA,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3858,ADAWLATO,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3858,ADAWLATO,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3859,ADOBOUKOME,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3859,ADOBOUKOME,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3860,AGUIAKOME,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3860,AGUIAKOME,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
L3861,BENIGLATO,5,Locality,CNT171,eng,t,superadmin,2021-11-25 01:30:04.082
L3861,BENIGLATO,5,Localit̩,CNT171,fra,t,superadmin,2021-11-25 01:30:04.082
